LAMMPS data file: confArH11.data

28417  atoms
3 atom types

0.0000000000000000e+00 1.0045000000000000e+02 xlo xhi
0.0000000000000000e+00 1.5790400000000000e+02 ylo yhi
0.0000000000000000e+00 1.3141999999999999e+02 zlo zhi

Masses

1 39.948
2 15.9994
3 28.085

Pair Coeffs # lj/cut

1 0.2381 3.405
2 0.17805 2.806
3 0 0

Atoms # atomic

1 2 10.0691 1.37969 9.22306
2 2 10.0209 18.3583 3.91894
3 2 20.0659 18.3583 2.65206
4 2 0.024107 1.37969 10.4899
5 2 10.0209 11.2487 3.91894
6 2 10.0691 8.48931 9.22306
7 2 0.024107 8.48931 10.4899
8 2 20.0659 11.2487 2.65206
9 2 7.78488 1.46653 10.5241
10 2 12.3051 18.2715 2.61789
11 2 2.26012 18.2715 3.95311
12 2 17.8299 1.46653 9.18889
13 2 12.3051 11.3355 2.61789
14 2 7.78488 8.40247 10.5241
15 2 17.8299 8.40247 9.18889
16 2 2.26012 11.3355 3.95311
17 2 8.02595 2.69621 8.21506
18 2 12.064 17.0418 4.92694
19 2 2.01905 17.0418 1.64406
20 2 18.071 2.69621 11.4979
21 2 12.064 12.5652 4.92694
22 2 8.02595 7.17279 8.21506
23 2 18.071 7.17279 11.4979
24 2 2.01905 12.5652 1.64406
25 2 7.97975 0.067109 8.31363
26 2 12.1103 19.6709 4.82837
27 2 2.06525 19.6709 1.74263
28 2 18.0247 0.067109 11.3994
29 2 12.1103 9.93611 4.82837
30 2 7.97975 9.80189 8.31363
31 2 18.0247 9.80189 11.3994
32 2 2.06525 9.93611 1.74263
33 2 6.60961 0.759913 12.7767
34 2 13.4804 18.9781 0.365348
35 2 3.43539 18.9781 6.20565
36 2 16.6546 0.759913 6.93635
37 2 13.4804 10.6289 0.365348
38 2 6.60961 9.10909 12.7767
39 2 16.6546 9.10909 6.93635
40 2 3.43539 10.6289 6.20565
41 2 6.62367 18.8597 10.7173
42 2 13.4663 0.878341 2.4247
43 2 3.42133 0.878341 4.1463
44 2 16.6687 18.8597 8.9957
45 2 13.4663 8.99066 2.4247
46 2 6.62367 10.7473 10.7173
47 2 16.6687 10.7473 8.9957
48 2 3.42133 8.99066 4.1463
49 2 5.16514 1.30863 10.6529
50 2 14.9249 18.4294 2.48909
51 2 4.87986 18.4294 4.08191
52 2 15.2101 1.30863 9.0601
53 2 14.9249 11.1776 2.48909
54 2 5.16514 8.56037 10.6529
55 2 15.2101 8.56037 9.0601
56 2 4.87986 11.1776 4.08191
57 2 5.84619 2.55804 1.39305
58 2 14.2438 17.18 11.7489
59 2 4.19881 17.18 7.96405
60 2 15.8912 2.55804 5.17795
61 2 14.2438 12.427 11.7489
62 2 5.84619 7.31096 1.39305
63 2 15.8912 7.31096 5.17795
64 2 4.19881 12.427 7.96405
65 2 4.08631 0.898079 0.361405
66 2 16.0037 18.8399 12.7806
67 2 5.95869 18.8399 6.93241
68 2 14.1313 0.898079 6.2096
69 2 16.0037 10.7671 12.7806
70 2 4.08631 8.97092 0.361405
71 2 14.1313 8.97092 6.2096
72 2 5.95869 10.7671 6.93241
73 2 5.89842 0.019738 2.05541
74 2 14.1916 19.7183 11.0866
75 2 4.14658 19.7183 8.62641
76 2 15.9434 0.019738 4.51559
77 2 14.1916 9.88874 11.0866
78 2 5.89842 9.84926 2.05541
79 2 15.9434 9.84926 4.51559
80 2 4.14658 9.88874 8.62641
81 2 2.15968 2.49686 1.16044
82 2 17.9303 17.2411 11.9816
83 2 7.88532 17.2411 7.73144
84 2 12.2047 2.49686 5.41056
85 2 17.9303 12.3659 11.9816
86 2 2.15968 7.37214 1.16044
87 2 12.2047 7.37214 5.41056
88 2 7.88532 12.3659 7.73144
89 2 1.69961 0.730306 12.41
90 2 18.3904 19.0077 0.732009
91 2 8.34539 19.0077 5.83899
92 2 11.7446 0.730306 7.30301
93 2 18.3904 10.5993 0.732009
94 2 1.69961 9.1387 12.41
95 2 11.7446 9.1387 7.30301
96 2 8.34539 10.5993 5.83899
97 2 2.61371 1.54154 10.0799
98 2 17.4763 18.1965 3.06209
99 2 7.43129 18.1965 3.50891
100 2 12.6587 1.54154 9.63309
101 2 17.4763 11.4105 3.06209
102 2 2.61371 8.32746 10.0799
103 2 12.6587 8.32746 9.63309
104 2 7.43129 11.4105 3.50891
105 2 1.46255 18.9268 10.2928
106 2 18.6274 0.811232 2.84918
107 2 8.58245 0.811232 3.72181
108 2 11.5076 18.9268 9.42019
109 2 18.6274 9.05777 2.84918
110 2 1.46255 10.6802 10.2928
111 2 11.5076 10.6802 9.42019
112 2 8.58245 9.05777 3.72181
113 2 4.42181 2.5916 8.48447
114 2 15.6682 17.1464 4.65752
115 2 5.62319 17.1464 1.91348
116 2 14.4668 2.5916 11.2285
117 2 15.6682 12.4606 4.65752
118 2 4.42181 7.2774 8.48447
